@RELATION snake_game_train

@ATTRIBUTE snake_length NUMERIC
@ATTRIBUTE snake_x {WEST, EAST}
@ATTRIBUTE snake_y {NORTH, SOUTH}
@ATTRIBUTE food_x {WEST, EAST}
@ATTRIBUTE food_y {NORTH, SOUTH}
@ATTRIBUTE rel_pos {0, 1, 2, 3}
@ATTRIBUTE score NUMERIC
@ATTRIBUTE direction {NORTH, SOUTH, WEST, EAST}

@DATA
23,EAST,SOUTH,EAST,NORTH,1,1358,EAST
7,EAST,SOUTH,EAST,SOUTH,0,276,NORTH
43,EAST,SOUTH,EAST,NORTH,1,2371,EAST
21,WEST,SOUTH,EAST,SOUTH,3,1176,EAST
23,WEST,SOUTH,EAST,NORTH,1,1374,NORTH
5,WEST,SOUTH,WEST,SOUTH,0,128,WEST
38,WEST,NORTH,WEST,SOUTH,2,2126,SOUTH
48,WEST,SOUTH,EAST,NORTH,1,2697,NORTH
37,EAST,NORTH,WEST,NORTH,0,2226,WEST
32,WEST,SOUTH,WEST,SOUTH,0,1792,NORTH
32,WEST,SOUTH,EAST,SOUTH,3,1898,NORTH
12,EAST,SOUTH,EAST,SOUTH,3,584,SOUTH
10,EAST,SOUTH,WEST,SOUTH,2,481,SOUTH
43,WEST,NORTH,EAST,NORTH,3,2384,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1297,WEST
9,EAST,NORTH,WEST,SOUTH,2,389,NORTH
5,WEST,SOUTH,WEST,SOUTH,3,120,SOUTH
36,EAST,NORTH,EAST,NORTH,0,2129,NORTH
47,WEST,SOUTH,WEST,SOUTH,3,2628,SOUTH
20,EAST,SOUTH,WEST,NORTH,0,1148,WEST
14,WEST,NORTH,EAST,NORTH,1,741,EAST
11,WEST,SOUTH,WEST,NORTH,1,523,NORTH
34,EAST,NORTH,WEST,SOUTH,2,1925,EAST
23,EAST,SOUTH,EAST,SOUTH,0,1362,NORTH
27,WEST,NORTH,EAST,SOUTH,3,1531,EAST
50,WEST,NORTH,EAST,NORTH,1,2771,NORTH
31,WEST,SOUTH,WEST,SOUTH,2,1709,SOUTH
13,EAST,NORTH,WEST,NORTH,0,690,NORTH
4,WEST,SOUTH,WEST,SOUTH,3,49,WEST
39,EAST,SOUTH,WEST,SOUTH,2,2326,SOUTH
46,WEST,SOUTH,WEST,SOUTH,0,2543,SOUTH
33,WEST,NORTH,EAST,NORTH,1,1839,NORTH
8,WEST,SOUTH,WEST,SOUTH,2,348,WEST
25,EAST,NORTH,EAST,NORTH,0,1419,WEST
9,WEST,SOUTH,WEST,NORTH,0,421,WEST
16,WEST,SOUTH,WEST,SOUTH,0,861,WEST
40,EAST,SOUTH,EAST,SOUTH,3,2248,WEST
3,EAST,NORTH,EAST,SOUTH,2,-49,SOUTH
27,EAST,NORTH,EAST,NORTH,0,1613,NORTH
38,EAST,SOUTH,EAST,SOUTH,0,2234,WEST
43,WEST,NORTH,EAST,NORTH,3,2414,NORTH
27,EAST,SOUTH,EAST,SOUTH,3,1513,EAST
8,WEST,SOUTH,WEST,SOUTH,1,341,WEST
34,EAST,NORTH,WEST,NORTH,0,2032,WEST
53,EAST,SOUTH,EAST,SOUTH,1,2980,EAST
12,WEST,SOUTH,EAST,NORTH,1,559,NORTH
21,WEST,SOUTH,WEST,SOUTH,2,1206,SOUTH
28,EAST,NORTH,EAST,NORTH,1,1553,EAST
28,EAST,SOUTH,WEST,SOUTH,2,1595,WEST
22,WEST,SOUTH,EAST,SOUTH,3,1277,EAST
8,WEST,SOUTH,WEST,SOUTH,0,347,SOUTH
53,EAST,SOUTH,EAST,SOUTH,1,3007,EAST
24,EAST,NORTH,EAST,NORTH,1,1366,EAST
43,EAST,SOUTH,EAST,NORTH,1,2362,EAST
47,WEST,SOUTH,WEST,SOUTH,3,2624,SOUTH
15,EAST,SOUTH,WEST,SOUTH,2,727,SOUTH
4,WEST,SOUTH,WEST,SOUTH,0,35,EAST
3,WEST,NORTH,WEST,NORTH,2,-10,SOUTH
11,WEST,SOUTH,EAST,SOUTH,3,574,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1236,NORTH
20,WEST,NORTH,WEST,SOUTH,2,1107,WEST
22,EAST,SOUTH,WEST,SOUTH,2,1318,WEST
10,WEST,NORTH,WEST,SOUTH,2,489,SOUTH
23,WEST,SOUTH,WEST,SOUTH,0,1318,WEST
13,WEST,NORTH,EAST,SOUTH,3,671,SOUTH
35,WEST,NORTH,EAST,SOUTH,3,2071,SOUTH
33,WEST,NORTH,EAST,NORTH,1,1847,NORTH
4,EAST,SOUTH,WEST,NORTH,0,21,WEST
9,EAST,SOUTH,WEST,SOUTH,2,379,WEST
4,EAST,SOUTH,WEST,NORTH,0,14,NORTH
31,WEST,NORTH,WEST,SOUTH,2,1725,SOUTH
36,EAST,NORTH,EAST,NORTH,1,2143,NORTH
17,WEST,NORTH,WEST,NORTH,0,889,NORTH
11,WEST,SOUTH,WEST,NORTH,0,516,NORTH
3,EAST,NORTH,EAST,SOUTH,3,-34,SOUTH
8,WEST,NORTH,EAST,NORTH,3,356,EAST
12,EAST,SOUTH,EAST,NORTH,1,606,NORTH
13,WEST,NORTH,WEST,NORTH,2,672,WEST
28,EAST,NORTH,EAST,NORTH,1,1554,EAST
13,WEST,NORTH,WEST,NORTH,0,601,NORTH
7,EAST,NORTH,EAST,NORTH,3,207,WEST
10,EAST,NORTH,EAST,NORTH,1,422,EAST
13,WEST,SOUTH,WEST,NORTH,0,628,WEST
22,WEST,SOUTH,EAST,SOUTH,3,1302,SOUTH
12,WEST,NORTH,WEST,NORTH,0,541,WEST
6,WEST,NORTH,EAST,NORTH,3,136,SOUTH
11,WEST,NORTH,WEST,NORTH,1,520,NORTH
44,WEST,NORTH,WEST,NORTH,0,2421,WEST
9,WEST,SOUTH,EAST,NORTH,1,441,NORTH
14,EAST,SOUTH,EAST,NORTH,0,713,NORTH
29,EAST,NORTH,WEST,NORTH,0,1624,SOUTH
13,EAST,NORTH,WEST,NORTH,0,684,NORTH
37,WEST,NORTH,EAST,SOUTH,3,2183,WEST
9,EAST,NORTH,EAST,NORTH,0,405,NORTH
51,EAST,SOUTH,EAST,SOUTH,2,2827,SOUTH
14,EAST,SOUTH,WEST,SOUTH,2,698,WEST
27,EAST,SOUTH,EAST,SOUTH,2,1479,SOUTH
8,EAST,NORTH,EAST,NORTH,1,347,EAST
24,EAST,NORTH,EAST,NORTH,1,1338,WEST
33,EAST,SOUTH,EAST,NORTH,1,1975,EAST
47,WEST,SOUTH,WEST,SOUTH,3,2636,NORTH
18,WEST,NORTH,WEST,NORTH,0,925,NORTH
38,EAST,NORTH,WEST,SOUTH,2,2158,SOUTH
24,EAST,NORTH,EAST,NORTH,3,1350,EAST
3,EAST,SOUTH,EAST,SOUTH,2,-64,SOUTH
5,WEST,SOUTH,WEST,SOUTH,0,71,WEST
34,WEST,SOUTH,WEST,SOUTH,2,1879,SOUTH
17,WEST,SOUTH,WEST,NORTH,0,905,NORTH
37,WEST,NORTH,WEST,NORTH,0,2196,WEST
6,WEST,SOUTH,WEST,SOUTH,1,162,NORTH
16,WEST,SOUTH,WEST,SOUTH,0,822,SOUTH
18,WEST,SOUTH,WEST,NORTH,1,1004,NORTH
6,WEST,SOUTH,WEST,SOUTH,3,216,SOUTH
10,EAST,NORTH,EAST,NORTH,2,497,WEST
27,EAST,SOUTH,EAST,SOUTH,2,1482,SOUTH
40,EAST,SOUTH,EAST,SOUTH,1,2209,NORTH
11,EAST,NORTH,EAST,SOUTH,3,562,WEST
20,WEST,SOUTH,EAST,SOUTH,3,1163,SOUTH
22,WEST,SOUTH,EAST,SOUTH,3,1300,EAST
6,WEST,SOUTH,WEST,SOUTH,1,199,EAST
34,WEST,SOUTH,EAST,NORTH,1,2060,NORTH
3,EAST,NORTH,EAST,NORTH,3,-37,EAST
45,WEST,NORTH,WEST,NORTH,0,2501,WEST
16,EAST,SOUTH,WEST,SOUTH,0,869,WEST
11,EAST,SOUTH,EAST,SOUTH,0,533,WEST
29,EAST,NORTH,WEST,NORTH,0,1608,NORTH
7,WEST,SOUTH,WEST,NORTH,1,281,NORTH
35,EAST,SOUTH,EAST,SOUTH,3,2050,EAST
34,WEST,SOUTH,WEST,SOUTH,3,1872,WEST
20,EAST,SOUTH,EAST,SOUTH,3,1154,EAST
5,WEST,NORTH,WEST,NORTH,2,43,SOUTH
8,WEST,SOUTH,WEST,SOUTH,2,350,WEST
12,EAST,SOUTH,WEST,NORTH,0,571,SOUTH
25,EAST,SOUTH,WEST,SOUTH,2,1406,WEST
8,WEST,SOUTH,WEST,SOUTH,3,368,SOUTH
17,WEST,SOUTH,WEST,SOUTH,0,925,WEST
33,WEST,NORTH,WEST,SOUTH,2,1994,WEST
54,EAST,NORTH,EAST,NORTH,3,3024,WEST
13,WEST,NORTH,WEST,NORTH,2,666,WEST
21,EAST,NORTH,EAST,SOUTH,3,1170,EAST
12,WEST,NORTH,WEST,NORTH,0,536,NORTH
16,EAST,NORTH,WEST,SOUTH,2,847,WEST
26,WEST,NORTH,EAST,NORTH,1,1447,EAST
7,WEST,NORTH,WEST,NORTH,1,265,NORTH
14,WEST,NORTH,EAST,NORTH,1,749,EAST
30,WEST,NORTH,WEST,NORTH,1,1652,EAST
16,EAST,SOUTH,EAST,NORTH,1,851,EAST
13,EAST,NORTH,EAST,SOUTH,3,669,EAST
11,EAST,SOUTH,EAST,SOUTH,2,536,EAST
34,EAST,NORTH,EAST,NORTH,1,2003,EAST
23,EAST,SOUTH,EAST,NORTH,1,1283,EAST
9,EAST,NORTH,EAST,SOUTH,2,430,SOUTH
23,WEST,SOUTH,EAST,NORTH,1,1305,EAST
5,WEST,SOUTH,WEST,SOUTH,3,124,SOUTH
20,WEST,NORTH,WEST,NORTH,0,1131,WEST
6,WEST,NORTH,WEST,SOUTH,3,235,SOUTH
10,WEST,NORTH,EAST,NORTH,1,429,EAST
24,EAST,NORTH,WEST,NORTH,2,1432,NORTH
41,WEST,SOUTH,WEST,SOUTH,2,2260,WEST
26,EAST,SOUTH,EAST,SOUTH,0,1553,WEST
35,WEST,NORTH,WEST,NORTH,0,1923,WEST
41,WEST,SOUTH,WEST,SOUTH,0,2266,WEST
13,WEST,SOUTH,WEST,NORTH,0,624,WEST
13,EAST,NORTH,WEST,NORTH,0,685,EAST
3,WEST,NORTH,WEST,SOUTH,2,-22,WEST
28,EAST,SOUTH,EAST,NORTH,1,1564,NORTH
34,WEST,NORTH,EAST,NORTH,1,2054,NORTH
32,WEST,SOUTH,WEST,SOUTH,0,1791,NORTH
7,WEST,SOUTH,WEST,NORTH,0,292,WEST
3,WEST,NORTH,WEST,SOUTH,2,-32,SOUTH
34,WEST,NORTH,WEST,NORTH,0,2000,WEST
13,EAST,NORTH,EAST,SOUTH,3,639,EAST
33,EAST,SOUTH,EAST,NORTH,1,1969,EAST
9,EAST,NORTH,EAST,NORTH,0,411,NORTH
33,WEST,NORTH,EAST,NORTH,1,1858,EAST
18,WEST,NORTH,WEST,SOUTH,2,975,SOUTH
5,EAST,NORTH,WEST,SOUTH,2,123,SOUTH
49,EAST,NORTH,EAST,SOUTH,2,2747,WEST
18,WEST,NORTH,WEST,SOUTH,3,983,NORTH
34,EAST,NORTH,WEST,SOUTH,2,1911,SOUTH
16,EAST,SOUTH,WEST,SOUTH,0,876,WEST
23,EAST,NORTH,EAST,NORTH,1,1353,EAST
3,WEST,NORTH,EAST,NORTH,1,-13,EAST
25,WEST,NORTH,EAST,SOUTH,3,1514,WEST
6,WEST,SOUTH,WEST,SOUTH,1,165,NORTH
41,EAST,SOUTH,WEST,SOUTH,2,2286,WEST
15,EAST,SOUTH,WEST,SOUTH,0,721,WEST
13,WEST,SOUTH,WEST,NORTH,0,620,WEST
19,WEST,NORTH,EAST,SOUTH,3,1065,EAST
28,WEST,SOUTH,WEST,SOUTH,0,1585,WEST
25,WEST,NORTH,EAST,SOUTH,3,1508,SOUTH
37,WEST,NORTH,WEST,NORTH,0,2192,WEST
8,WEST,SOUTH,WEST,SOUTH,0,343,WEST
6,WEST,SOUTH,WEST,SOUTH,3,202,NORTH
36,WEST,SOUTH,WEST,NORTH,0,2103,WEST
25,EAST,SOUTH,WEST,SOUTH,2,1418,SOUTH
10,WEST,NORTH,WEST,SOUTH,2,482,WEST
33,WEST,NORTH,WEST,SOUTH,2,1982,WEST
26,WEST,NORTH,EAST,NORTH,1,1461,NORTH
49,EAST,NORTH,EAST,SOUTH,2,2728,SOUTH
32,WEST,SOUTH,WEST,SOUTH,0,1783,NORTH
20,WEST,SOUTH,WEST,SOUTH,0,1134,EAST
23,WEST,SOUTH,EAST,NORTH,1,1307,EAST
40,EAST,SOUTH,EAST,SOUTH,1,2215,EAST
51,EAST,NORTH,EAST,SOUTH,3,2849,SOUTH
34,EAST,NORTH,EAST,NORTH,1,2008,EAST
12,EAST,SOUTH,EAST,NORTH,1,613,EAST
3,EAST,SOUTH,EAST,SOUTH,2,-58,SOUTH
9,WEST,SOUTH,WEST,SOUTH,0,372,WEST
35,EAST,SOUTH,EAST,SOUTH,2,2075,EAST
25,EAST,SOUTH,WEST,SOUTH,0,1401,WEST
10,EAST,NORTH,EAST,NORTH,2,490,WEST
27,EAST,SOUTH,EAST,SOUTH,2,1483,SOUTH
20,WEST,NORTH,WEST,SOUTH,2,1105,SOUTH
24,EAST,NORTH,EAST,NORTH,1,1326,EAST
27,EAST,SOUTH,EAST,NORTH,1,1635,NORTH
11,EAST,NORTH,EAST,SOUTH,2,487,WEST
40,WEST,NORTH,EAST,SOUTH,3,2234,SOUTH
54,EAST,NORTH,EAST,NORTH,1,3012,EAST
25,WEST,SOUTH,WEST,SOUTH,1,1482,SOUTH
21,EAST,NORTH,EAST,SOUTH,3,1171,EAST
48,EAST,NORTH,EAST,NORTH,0,2651,NORTH
26,WEST,SOUTH,EAST,NORTH,1,1469,NORTH
33,EAST,NORTH,EAST,NORTH,0,1950,NORTH
13,WEST,NORTH,WEST,NORTH,2,664,WEST
16,EAST,SOUTH,WEST,SOUTH,0,875,WEST
5,EAST,NORTH,WEST,SOUTH,2,108,SOUTH
54,EAST,SOUTH,EAST,NORTH,1,3062,NORTH
14,EAST,NORTH,EAST,NORTH,0,695,WEST
48,EAST,NORTH,EAST,NORTH,0,2656,NORTH
9,WEST,SOUTH,EAST,NORTH,1,442,WEST
23,EAST,SOUTH,EAST,SOUTH,0,1357,NORTH
20,WEST,NORTH,WEST,NORTH,0,1121,WEST
6,WEST,SOUTH,EAST,SOUTH,1,208,EAST
3,EAST,SOUTH,EAST,SOUTH,2,-62,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-27,SOUTH
4,EAST,NORTH,EAST,NORTH,3,79,EAST
11,WEST,SOUTH,WEST,NORTH,1,543,NORTH
4,WEST,NORTH,WEST,NORTH,0,-33,WEST
19,WEST,NORTH,EAST,SOUTH,3,1082,SOUTH
11,WEST,NORTH,WEST,NORTH,0,505,NORTH
16,WEST,SOUTH,WEST,NORTH,0,800,NORTH
54,EAST,NORTH,EAST,NORTH,1,3045,NORTH
22,EAST,SOUTH,EAST,SOUTH,3,1273,EAST
10,EAST,SOUTH,WEST,SOUTH,0,487,NORTH
22,WEST,SOUTH,WEST,SOUTH,0,1234,NORTH
8,WEST,SOUTH,WEST,SOUTH,1,340,WEST
10,WEST,SOUTH,EAST,SOUTH,3,430,EAST
36,EAST,NORTH,EAST,NORTH,1,2139,NORTH
6,WEST,SOUTH,WEST,SOUTH,1,160,NORTH
37,EAST,SOUTH,EAST,SOUTH,1,2154,EAST
36,EAST,SOUTH,WEST,NORTH,0,2114,NORTH
37,EAST,SOUTH,EAST,SOUTH,1,2157,EAST
37,EAST,NORTH,WEST,NORTH,0,2223,WEST
5,WEST,SOUTH,WEST,SOUTH,2,89,SOUTH
11,WEST,SOUTH,EAST,SOUTH,3,575,NORTH
31,WEST,NORTH,WEST,NORTH,2,1861,SOUTH
24,WEST,SOUTH,WEST,SOUTH,0,1433,WEST
10,WEST,SOUTH,WEST,SOUTH,0,441,WEST
45,WEST,NORTH,WEST,NORTH,0,2506,NORTH
24,EAST,NORTH,EAST,NORTH,3,1349,EAST
20,WEST,SOUTH,WEST,SOUTH,0,1128,EAST
21,EAST,NORTH,EAST,SOUTH,3,1169,SOUTH
3,EAST,NORTH,EAST,NORTH,3,-47,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1260,WEST
26,WEST,NORTH,EAST,NORTH,1,1455,NORTH
7,EAST,SOUTH,WEST,SOUTH,0,288,EAST
10,EAST,SOUTH,WEST,SOUTH,0,498,WEST
48,EAST,NORTH,EAST,NORTH,0,2658,NORTH
26,EAST,SOUTH,EAST,SOUTH,0,1550,WEST
3,EAST,NORTH,EAST,NORTH,3,-32,EAST
34,WEST,NORTH,EAST,NORTH,1,2042,NORTH
40,EAST,SOUTH,EAST,SOUTH,1,2212,NORTH
7,EAST,SOUTH,EAST,SOUTH,0,281,NORTH
40,WEST,SOUTH,EAST,SOUTH,1,2224,SOUTH
14,EAST,SOUTH,EAST,NORTH,0,710,NORTH
17,WEST,NORTH,WEST,NORTH,0,888,WEST
39,WEST,SOUTH,WEST,SOUTH,2,2219,WEST
30,WEST,NORTH,WEST,NORTH,1,1639,EAST
11,WEST,NORTH,WEST,NORTH,0,507,NORTH
3,WEST,NORTH,WEST,SOUTH,2,-19,WEST
34,WEST,NORTH,EAST,NORTH,1,2048,EAST
18,WEST,NORTH,WEST,NORTH,1,994,EAST
21,WEST,SOUTH,EAST,SOUTH,3,1170,EAST
48,WEST,SOUTH,EAST,NORTH,1,2703,NORTH
24,EAST,SOUTH,WEST,SOUTH,0,1448,WEST
3,WEST,NORTH,EAST,NORTH,3,-22,SOUTH
18,WEST,NORTH,WEST,SOUTH,3,980,EAST
6,EAST,NORTH,EAST,NORTH,1,118,EAST
54,EAST,NORTH,EAST,NORTH,3,3023,WEST
8,WEST,SOUTH,WEST,SOUTH,3,363,SOUTH
4,EAST,SOUTH,EAST,NORTH,0,44,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1300,WEST
34,WEST,NORTH,EAST,NORTH,1,2035,NORTH
27,EAST,NORTH,EAST,NORTH,0,1614,NORTH
29,EAST,SOUTH,WEST,NORTH,0,1751,NORTH
12,EAST,SOUTH,WEST,NORTH,0,565,NORTH
11,EAST,SOUTH,EAST,SOUTH,0,531,WEST
13,EAST,NORTH,EAST,SOUTH,3,618,EAST
5,WEST,NORTH,WEST,NORTH,3,64,NORTH
37,EAST,NORTH,EAST,NORTH,1,2064,EAST
35,WEST,NORTH,EAST,SOUTH,3,2065,EAST
31,WEST,NORTH,WEST,SOUTH,2,1730,SOUTH
5,WEST,SOUTH,WEST,SOUTH,2,78,SOUTH
21,EAST,SOUTH,EAST,SOUTH,2,1169,EAST
4,WEST,NORTH,WEST,NORTH,2,76,EAST
34,WEST,NORTH,EAST,NORTH,1,2037,NORTH
26,EAST,SOUTH,EAST,SOUTH,2,1559,WEST
7,EAST,SOUTH,WEST,SOUTH,0,283,NORTH
8,WEST,SOUTH,WEST,SOUTH,1,338,WEST
37,WEST,NORTH,EAST,NORTH,1,2097,EAST
20,WEST,NORTH,WEST,NORTH,0,1134,WEST
13,EAST,SOUTH,WEST,NORTH,0,657,WEST
5,WEST,NORTH,WEST,NORTH,2,45,SOUTH
45,WEST,NORTH,WEST,NORTH,0,2502,WEST
10,EAST,SOUTH,WEST,SOUTH,2,474,SOUTH
36,WEST,NORTH,WEST,NORTH,2,2012,SOUTH
23,WEST,NORTH,WEST,SOUTH,2,1326,SOUTH
25,WEST,NORTH,EAST,SOUTH,3,1503,SOUTH
20,EAST,SOUTH,EAST,SOUTH,1,1146,EAST
27,EAST,SOUTH,EAST,NORTH,1,1638,EAST
33,EAST,NORTH,EAST,NORTH,0,1953,NORTH
23,WEST,SOUTH,EAST,NORTH,1,1377,EAST
35,WEST,NORTH,EAST,SOUTH,3,2068,EAST
8,EAST,SOUTH,WEST,SOUTH,2,370,WEST
8,WEST,NORTH,EAST,NORTH,3,355,SOUTH
28,EAST,SOUTH,EAST,SOUTH,2,1668,SOUTH
25,WEST,NORTH,EAST,SOUTH,3,1512,SOUTH
6,WEST,SOUTH,WEST,SOUTH,1,203,EAST
10,WEST,SOUTH,WEST,SOUTH,0,480,WEST
3,WEST,SOUTH,WEST,SOUTH,2,-44,SOUTH
22,EAST,SOUTH,EAST,SOUTH,3,1274,EAST
17,WEST,NORTH,WEST,NORTH,0,895,WEST
35,WEST,NORTH,WEST,NORTH,0,1919,WEST
3,WEST,NORTH,WEST,SOUTH,2,-9,EAST
22,WEST,SOUTH,WEST,SOUTH,0,1305,WEST
42,WEST,SOUTH,WEST,NORTH,0,2345,NORTH
10,WEST,SOUTH,EAST,SOUTH,1,448,SOUTH
30,WEST,SOUTH,WEST,SOUTH,0,1725,WEST
21,EAST,SOUTH,EAST,SOUTH,3,1156,EAST
20,WEST,SOUTH,WEST,SOUTH,3,1093,WEST
20,WEST,NORTH,WEST,NORTH,0,1112,NORTH
9,EAST,SOUTH,EAST,NORTH,1,433,EAST
19,WEST,NORTH,EAST,SOUTH,3,1075,SOUTH
24,EAST,NORTH,EAST,NORTH,0,1344,SOUTH
21,WEST,NORTH,EAST,SOUTH,3,1174,SOUTH
49,EAST,NORTH,EAST,SOUTH,2,2742,WEST
18,WEST,NORTH,WEST,SOUTH,2,969,SOUTH
16,WEST,NORTH,WEST,SOUTH,2,834,SOUTH
22,EAST,SOUTH,EAST,SOUTH,3,1271,SOUTH
25,WEST,NORTH,EAST,SOUTH,3,1506,EAST
20,WEST,SOUTH,WEST,SOUTH,0,1129,EAST
33,WEST,NORTH,EAST,NORTH,1,1831,NORTH
3,EAST,NORTH,EAST,NORTH,3,-31,EAST
35,WEST,NORTH,EAST,SOUTH,3,2085,EAST
31,WEST,SOUTH,WEST,SOUTH,2,1704,SOUTH
3,WEST,NORTH,WEST,NORTH,2,-2,EAST
46,WEST,NORTH,WEST,SOUTH,3,2584,EAST
20,WEST,NORTH,WEST,NORTH,0,1127,NORTH
5,WEST,NORTH,WEST,NORTH,1,151,NORTH
20,WEST,SOUTH,WEST,SOUTH,3,1141,EAST
15,EAST,SOUTH,EAST,SOUTH,2,795,SOUTH
29,WEST,NORTH,WEST,NORTH,0,1733,WEST
23,WEST,SOUTH,EAST,NORTH,1,1393,NORTH
11,WEST,SOUTH,WEST,NORTH,1,521,EAST
20,EAST,SOUTH,EAST,SOUTH,3,1155,SOUTH
14,EAST,NORTH,EAST,NORTH,1,725,EAST
39,EAST,SOUTH,WEST,SOUTH,2,2311,SOUTH
25,EAST,NORTH,EAST,NORTH,2,1403,EAST
48,WEST,SOUTH,EAST,NORTH,1,2691,EAST
40,EAST,SOUTH,EAST,SOUTH,1,2262,EAST
28,EAST,SOUTH,EAST,SOUTH,2,1678,WEST
10,WEST,SOUTH,WEST,SOUTH,0,478,WEST
12,EAST,SOUTH,EAST,NORTH,1,543,NORTH
41,EAST,SOUTH,WEST,SOUTH,2,2308,EAST
27,WEST,NORTH,EAST,SOUTH,3,1530,EAST
3,EAST,NORTH,EAST,SOUTH,3,-31,EAST
13,WEST,NORTH,EAST,SOUTH,3,680,EAST
54,EAST,NORTH,EAST,NORTH,3,3033,WEST
21,WEST,NORTH,EAST,SOUTH,3,1185,SOUTH
8,WEST,NORTH,WEST,SOUTH,2,303,WEST
23,EAST,SOUTH,EAST,SOUTH,0,1364,EAST
24,EAST,NORTH,EAST,NORTH,1,1382,EAST
28,EAST,SOUTH,EAST,SOUTH,2,1669,SOUTH
3,WEST,NORTH,EAST,NORTH,3,-3,EAST
5,WEST,SOUTH,WEST,SOUTH,2,91,SOUTH
3,WEST,NORTH,WEST,SOUTH,2,-34,WEST
29,EAST,SOUTH,WEST,NORTH,0,1747,NORTH
49,EAST,SOUTH,EAST,SOUTH,2,2701,SOUTH
39,WEST,SOUTH,WEST,SOUTH,0,2210,WEST
34,EAST,NORTH,EAST,NORTH,3,2015,EAST
15,EAST,SOUTH,EAST,SOUTH,2,797,SOUTH
18,WEST,NORTH,WEST,NORTH,0,978,EAST
10,EAST,NORTH,EAST,NORTH,2,486,SOUTH
40,WEST,NORTH,EAST,SOUTH,3,2287,EAST
14,WEST,NORTH,EAST,NORTH,3,672,EAST
54,EAST,NORTH,EAST,NORTH,3,3026,WEST
35,EAST,SOUTH,WEST,NORTH,0,1962,EAST
3,WEST,SOUTH,WEST,SOUTH,0,-49,WEST
43,EAST,SOUTH,EAST,NORTH,1,2373,SOUTH
3,EAST,NORTH,EAST,NORTH,2,-49,SOUTH
18,WEST,NORTH,WEST,NORTH,1,1007,SOUTH
6,WEST,SOUTH,WEST,SOUTH,3,218,SOUTH
8,EAST,SOUTH,WEST,SOUTH,2,364,WEST
23,WEST,SOUTH,EAST,NORTH,1,1391,EAST
24,WEST,NORTH,WEST,NORTH,0,1419,WEST
37,WEST,NORTH,EAST,NORTH,1,2072,EAST
14,WEST,NORTH,WEST,NORTH,2,712,WEST
8,WEST,SOUTH,WEST,SOUTH,2,289,SOUTH
4,WEST,SOUTH,WEST,SOUTH,3,51,WEST
13,WEST,SOUTH,WEST,NORTH,0,634,WEST
27,WEST,NORTH,EAST,SOUTH,3,1528,SOUTH
33,EAST,SOUTH,EAST,NORTH,1,1968,EAST
11,WEST,SOUTH,WEST,NORTH,1,525,NORTH
37,WEST,NORTH,EAST,NORTH,1,2084,EAST
34,WEST,NORTH,EAST,NORTH,3,2025,EAST
14,WEST,NORTH,EAST,NORTH,1,664,EAST
8,EAST,NORTH,EAST,NORTH,2,300,EAST
5,WEST,SOUTH,WEST,SOUTH,2,79,SOUTH
12,WEST,SOUTH,EAST,NORTH,1,566,NORTH
14,WEST,NORTH,EAST,NORTH,1,753,EAST
28,EAST,NORTH,EAST,SOUTH,2,1695,SOUTH
4,WEST,NORTH,WEST,NORTH,2,77,EAST
36,EAST,SOUTH,EAST,NORTH,1,2155,NORTH
6,WEST,SOUTH,EAST,SOUTH,1,206,EAST
4,WEST,NORTH,WEST,NORTH,0,-30,WEST
16,EAST,NORTH,EAST,SOUTH,3,880,SOUTH
35,WEST,NORTH,WEST,NORTH,0,1921,WEST
30,EAST,NORTH,EAST,NORTH,1,1798,EAST
37,WEST,NORTH,WEST,NORTH,0,2195,WEST
51,EAST,NORTH,EAST,SOUTH,3,2843,EAST
7,WEST,SOUTH,WEST,NORTH,1,284,NORTH
29,EAST,NORTH,WEST,NORTH,0,1610,WEST
54,EAST,NORTH,EAST,NORTH,1,3042,EAST
6,WEST,SOUTH,WEST,SOUTH,1,204,NORTH
45,WEST,NORTH,WEST,NORTH,0,2518,WEST
22,WEST,SOUTH,WEST,SOUTH,0,1298,WEST
6,WEST,SOUTH,WEST,SOUTH,1,207,EAST
5,WEST,SOUTH,WEST,SOUTH,0,70,WEST
22,EAST,SOUTH,EAST,SOUTH,3,1275,EAST
37,WEST,NORTH,EAST,NORTH,1,2110,WEST
34,EAST,NORTH,EAST,NORTH,1,2010,SOUTH
24,WEST,NORTH,WEST,NORTH,0,1418,NORTH
23,EAST,NORTH,EAST,NORTH,0,1267,NORTH
36,EAST,SOUTH,EAST,NORTH,1,2153,NORTH
7,EAST,SOUTH,EAST,SOUTH,1,291,EAST
26,WEST,NORTH,EAST,NORTH,1,1456,EAST
5,WEST,NORTH,WEST,NORTH,2,142,WEST
20,WEST,SOUTH,WEST,SOUTH,0,1124,WEST
10,WEST,SOUTH,WEST,SOUTH,2,460,SOUTH
14,EAST,NORTH,EAST,NORTH,1,687,WEST
32,WEST,SOUTH,EAST,SOUTH,1,1887,EAST
13,WEST,NORTH,WEST,NORTH,0,622,WEST
7,EAST,SOUTH,EAST,SOUTH,1,290,EAST
